CID,Checker,Category,Type,Impact,Severity,CVSS score,Event Description,Vulnerable line number,Defect remediation guidance,CWE,OWASP,FilePathname
160781,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.IDORViewOtherProfile.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",58,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/idor/src/main/java/org/owasp/webgoat/plugin/IDORViewOtherProfile.java
160782,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.JWTFinalEndpoint.resetVotes"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",66,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/plugin/JWTFinalEndpoint.java
160783,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,5.35,"Variable ""statement"" going out of scope leaks the resource it refers to.",97,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
160784,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.challenge6.Assignment6.registerNewUser"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",43,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
160785,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.challenge5.challenge6.Assignment5.USERS_TABLE_NAME"" is not a constant literal.",72,"Perform the following to guard against SQL table name injection attacks with JDBC.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
160786,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.MissingFunctionACYourHash.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",24,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/plugin/MissingFunctionACYourHash.java
160787,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.IDORDiffAttributes.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",51,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/idor/src/main/java/org/owasp/webgoat/plugin/IDORDiffAttributes.java
160788,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""data[i]"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.executeUpdate(java.lang.String)"" may allow an attacker to inject SQL.",972,"Perform one of the following to guard against SQL injection attack with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"". Parameterize the SQL statement using ""?"" positional characters. Bind the tainted values to the ""?"" positional parameters using one of the ""PreparedStatement.set*"" methods.
* Validate user-supplied values against predefined constant values. Concatenate these constant values into the SQL statement.
* Cast tainted values to safe types such as integers. Concatenate these type safe values into the statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java
160789,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.BypassRestrictionsFieldRestrictions.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",53,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/bypass-restrictions/src/main/java/org/owasp/webgoat/plugin/BypassRestrictionsFieldRestrictions.java
160790,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.ResetLinkAssignment.login"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",42,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/plugin/ResetLinkAssignment.java
160791,RESOURCE_LEAK,Resource leaks,Resource leak,High,Moderate,5.35,"Variable ""statement"" going out of scope leaks the resource it refers to.",115,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/session/CreateDB.java
160792,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.CrossSiteScriptingLesson6a.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",56,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/CrossSiteScriptingLesson6a.java
160793,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.challenge6.Assignment6.USERS_TABLE_NAME"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Connection.prepareStatement(java.lang.String)"" may allow an attacker to inject SQL.",57,"Perform the following to guard against SQL table name injection attacks with JDBC prepared statements.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
160794,CSRF,High impact security,Cross-site request forgery,High,Moderate,9.89,"""org.owasp.webgoat.plugin.DOMCrossSiteScripting.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",52,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/cross-site-scripting/src/main/java/org/owasp/webgoat/plugin/DOMCrossSiteScripting.java
160795,SQLI,High impact security,SQL injection,High,Moderate,9.58,"Insecure concatenation of a SQL statement. The value ""username_reg"" is tainted.",49,"Perform one of the following to guard against SQL string injection attacks with JDBC.
* Refactor the JDBC code to use the ""PreparedStatement"" API instead of ""Statement"".
* Add a positional parameter to the SQL statement using ""?"".
* Bind the tainted value to the parameter using the ""setString"" method: ""PreparedStatement.setString(1, """"username_reg"""")"".
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallenge.java
160796,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.challenge5.challenge6.Assignment5.USERS_TABLE_NAME"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Connection.prepareStatement(java.lang.String)"" may allow an attacker to inject SQL.",49,"Perform the following to guard against SQL table name injection attacks with JDBC prepared statements.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
160797,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.advanced.SqlInjectionChallenge.registerNewUser"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",41,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallenge.java
160798,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,5.35,"Variable ""statement"" going out of scope leaks the resource it refers to.",119,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",404,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/advanced/SqlInjectionChallenge.java
160799,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.SimpleXXE.createNewComment"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",67,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/SimpleXXE.java
160800,UNSAFE_DESERIALIZATION,High impact security,Unsafe deserialization,High,Unspecified,6.3,"A tainted value ""new java.io.ByteArrayInputStream(data)"" is deserialized. This may allow an attacker to bypass security checks or execute arbitrary code.",67,"If possible, use pure data formats such as JSON or XML to serialize and deserialize untrusted data.  Otherwise, if you must use native serialization methods, check the integrity of the data (for example with HMAC) before deserializing it.",502,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/insecure-deserialization/src/main/java/org/owasp/webgoat/plugin/InsecureDeserializationTask.java
160801,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.BlindSendFileAssignment.addComment"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",74,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/xxe/src/main/java/org/owasp/webgoat/plugin/BlindSendFileAssignment.java
160802,CSRF,High impact security,Cross-site request forgery,High,Major,9.89,"""org.owasp.webgoat.plugin.SimpleMailAssignment.login"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",37,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A8-Insecure Deserialization,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/password-reset/src/main/java/org/owasp/webgoat/plugin/SimpleMailAssignment.java
160803,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Unspecified,9.58,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.challenge5.challenge6.Assignment5.USERS_TABLE_NAME"" is not a constant literal. Passing the tainted command to the SQL API ""java.sql.Statement.execute(java.lang.String)"" may allow an attacker to inject SQL.",62,"Perform the following to guard against SQL table name injection attacks with JDBC.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
160804,SQL_NOT_CONSTANT,Audit impact security,Non-constant SQL,Audit,Major,9.58,"Insecure concatenation of a SQL statement. The value ""org.owasp.webgoat.plugin.challenge6.Assignment6.USERS_TABLE_NAME"" is not a constant literal.",116,"Perform the following to guard against SQL table name injection attacks with JDBC.
* Define constant string values for the table or column names.
* Validate user-supplied parameters against these constant values.
* If valid, concatenate these constant values to the SQL statement.
",89,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
160805,CSRF,High impact security,Cross-site request forgery,High,Major,9.89,"""org.owasp.webgoat.plugin.HttpBasicsLesson.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",54,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/http-basics/src/main/java/org/owasp/webgoat/plugin/HttpBasicsLesson.java
160806,CSRF,High impact security,Cross-site request forgery,High,Major,9.89,"""org.owasp.webgoat.plugin.VerifyAccount.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",40,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/auth-bypass/src/main/java/org/owasp/webgoat/plugin/VerifyAccount.java
160808,INSECURE_COOKIE,Audit impact security,Cookie without the 'Secure' attribute,Audit,Unspecified,0.0,Sending an insecure cookie with the response.,83,"Ensure that the cookie has the ""Secure"" attribute set by calling ""setSecure(true)"" method for the cookie object.",614,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/main/java/org/owasp/webgoat/plugin/JWTVotesEndpoint.java
160809,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.HttpBasicsInterceptRequest.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",51,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/http-proxies/src/main/java/org/owasp/webgoat/plugin/HttpBasicsInterceptRequest.java
160810,CSRF,High impact security,Cross-site request forgery,High,Unspecified,9.89,"""org.owasp.webgoat.plugin.MissingFunctionACHiddenMenus.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",38,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/missing-function-ac/src/main/java/org/owasp/webgoat/plugin/MissingFunctionACHiddenMenus.java
160811,NULL_RETURNS,Null pointer dereferences,Dereference null return value,Medium,Major,7.39,"Calling a method on null object ""findNodeByTitle(nodes, ""Admin lost password"")"".",129,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",476,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/jwt/src/test/java/org/owasp/webgoat/plugin/JWTVotesEndpointTest.java
160812,FORWARD_NULL,Null pointer dereferences,Explicit null dereferenced,Medium,Unspecified,7.39,"Calling a method on null object ""statement"".",84,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",476,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge5/challenge6/Assignment5.java
160813,FORWARD_NULL,Null pointer dereferences,Explicit null dereferenced,Medium,Unspecified,7.39,"Calling a method on null object ""statement"".",121,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",476,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/challenge/src/main/java/org/owasp/webgoat/plugin/challenge6/Assignment6.java
160814,CSRF,High impact security,Cross-site request forgery,High,Moderate,9.89,"""org.owasp.webgoat.plugin.HttpBasicsQuiz.completed"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",50,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/http-basics/src/main/java/org/owasp/webgoat/plugin/HttpBasicsQuiz.java
204812,UNENCRYPTED_SENSITIVE_DATA,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.89,"""<storage from new>.User(username, password, getAuthorities())"" uses ""password"" as a password which indicates that ""password"" contains sensitive data. ""password"" comes from a database and it was never decrypted which suggests that it was stored unencrypted.",50,Encrypt the sensitive data before storing it in a database.,313,A1-Injection,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/users/WebGoatUser.java
204817,PATH_MANIPULATION,Audit impact security,"Filesystem path, filename, or URI manipulation",Audit,Unspecified,9.89,"Constructing a path or URI using the tainted value ""webgoatHome"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",73,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/WebGoat.java
204821,HIBERNATE_BAD_HASHCODE,API usage errors,Unsafe dependence on database key,Medium,Unspecified,9.89,"Result depends on ""org.owasp.webgoat.lessons.Assignment.getId()"", which is a Hibernate identifier.",39,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",1023,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/lessons/Assignment.java
204836,HIBERNATE_BAD_HASHCODE,API usage errors,Unsafe dependence on database key,Medium,Unspecified,9.89,"Result depends on ""org.owasp.webgoat.lessons.Assignment.getId()"", which is a Hibernate identifier.",39,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",1023,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/lessons/Assignment.java
204849,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""new java.io.File(destinationDir, myFile.getOriginalFilename())"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",48,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
204869,CSRF,Medium impact security,Cross-site request forgery,Medium,Unspecified,9.89,"""org.owasp.webwolf.FileServer.getFiles"" is a web-app entry point that requires protection from cross-site request forgery (CSRF).",68,"Protection against CSRF attacks involves several steps.

1. Generate a cryptographically random token that is associated with a user's session.  The java.security.SecureRandom class is well suited for this purpose.
2. Pass this token with any requests that should be protected from cross-site requests that originate from malicious code running in a user's browser.
3. Reject any requests that have a missing or invalid token, for example by adding a CSRF filter to the servlet filter chain.",352,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/FileServer.java
204871,UNENCRYPTED_SENSITIVE_DATA,Medium impact security,Cleartext sensitive data in a database,Medium,Unspecified,9.89,"""<storage from new>.User(username, password, getAuthorities())"" uses ""password"" as a password which indicates that ""password"" contains sensitive data. ""password"" comes from a database and it was never decrypted which suggests that it was stored unencrypted.",43,Encrypt the sensitive data before storing it in a database.,313,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/user/WebGoatUser.java
204873,URL_MANIPULATION,Audit impact security,URL manipulation,Audit,Unspecified,9.89,"Constructing a URL using the tainted value ""loginFormUrl"". This may allow an attacker to access or modify critical or sensitive files, or redirect to a malicious website.",48,"URL manipulation vulnerabilities can be addressed by proper input validation. Whitelisting the allowed scheme and authority, and blacklisting characters that allow unsafe path traversal in the path and query parts of the URL can improve security.",99,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-container/src/main/java/org/owasp/webgoat/AjaxAuthenticationEntryPoint.java
204899,LOG_INJECTION,Audit impact security,Log injection,Audit,Unspecified,9.89,"A tainted string ""request.getRequestURL()"" is stored in logs.  This may allow for an attacker to forge log messages to confuse automated log parsing tools or humans trying to diagnose an attack or other problem. The value is used unsafely in bytecode, which cannot be displayed.",21,Log injection vulnerabilities can be addressed by validating that the user-controllable input conforms to expectations.,117,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/requests/LandingPage.java
204905,PATH_MANIPULATION,High impact security,"Filesystem path, filename, or URI manipulation",High,Unspecified,9.89,"Constructing a path or URI using the tainted value ""fileLocatation"". This may allow an attacker to access, modify, or test the existence of critical or sensitive files.",36,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",22,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webwolf/src/main/java/org/owasp/webwolf/MvcConfiguration.java
228810,RESOURCE_LEAK,Resource leaks,Resource leak,High,Unspecified,9.89,"Variable ""statement"" going out of scope leaks the resource it refers to.",44,"Path manipulation vulnerabilities can be addressed by proper input validation. Blacklisting characters that allow unsafe path traversal can improve the safety of the input, but the recommended approach is to whitelist the set of expected characters. This should exclude absolute paths and upward directory traversal.",404,A5-Broken Access Control,/Users/bian/Downloads/WebGoat-8.0.0-2.M25/webgoat-lessons/sql-injection/src/main/java/org/owasp/webgoat/plugin/introduction/SqlInjectionLesson9.java
